Time stamp,Power,avg_temp
1680921699.717817, 0.0, 40.78
1680921699.918141, 4.26, 40.242
1680921700.1185484, 4.26, 40.78
1680921700.3189123, 4.26, 40.78
1680921700.5192554, 4.26, 40.78
1680921700.7195897, 4.26, 40.78
1680921700.9199634, 4.328, 41.318
1680921701.120404, 4.328, 40.78
1680921701.3207524, 4.328, 40.78
1680921701.5211008, 4.328, 40.78
1680921701.7214584, 4.328, 41.318
1680921701.9218442, 4.328, 41.318
1680921702.1222181, 4.34, 41.318
1680921702.322574, 4.34, 40.78
1680921702.522818, 4.34, 41.318
1680921702.7231383, 4.34, 41.318
1680921702.9234834, 4.389, 41.856
1680921703.1238582, 4.389, 41.856
1680921703.3241975, 4.389, 41.318
1680921703.5245514, 4.389, 41.856
1680921703.7249024, 4.389, 41.856
1680921703.9252672, 4.393, 42.394
1680921704.1257284, 4.393, 41.318
1680921704.3260827, 4.393, 41.856
1680921704.5264356, 4.393, 41.856
1680921704.7268927, 4.393, 41.856
1680921704.9272287, 4.176, 42.394
1680921705.127624, 4.176, 41.318
1680921705.3279803, 4.176, 41.856
1680921705.5283492, 4.176, 41.856
1680921705.728687, 4.176, 42.394
1680921705.9291034, 4.176, 42.394
1680921706.1294568, 4.313, 41.318
1680921706.3298135, 4.313, 41.856
1680921706.5302014, 4.313, 41.856
1680921706.7305334, 4.313, 41.856
1680921706.9307766, 4.382, 42.394
1680921707.131126, 4.382, 41.856
1680921707.3314598, 4.382, 42.932
1680921707.531825, 4.382, 41.856
1680921707.7321956, 4.382, 42.932
1680921707.932565, 4.359, 41.856
1680921708.1329117, 4.359, 41.856
1680921708.3332932, 4.359, 42.394
1680921708.5336928, 4.359, 42.932
1680921708.734058, 4.359, 42.394
1680921708.934417, 4.37, 41.856
1680921709.134794, 4.37, 42.394
1680921709.3351407, 4.37, 42.932
1680921709.5354981, 4.37, 42.394
1680921709.735846, 4.37, 42.932
1680921709.9362118, 4.393, 42.932
1680921710.1365614, 4.393, 41.856
1680921710.336952, 4.393, 42.932
1680921710.537318, 4.393, 42.932
1680921710.7376628, 4.393, 42.394
1680921710.9380221, 4.378, 42.932
1680921711.1384146, 4.378, 42.932
1680921711.3388088, 4.378, 42.932
1680921711.5391638, 4.378, 42.394
1680921711.7394974, 4.378, 42.932
1680921711.93984, 4.431, 42.932
1680921712.1405182, 4.431, 43.47
1680921712.340847, 4.431, 42.932
1680921712.541184, 4.431, 42.932
1680921712.7415283, 4.431, 42.394
1680921712.9418857, 3.996, 42.394
