Time stamp,Power,avg_temp
1680922043.6802733, 0.0, 39.704
1680922043.8807092, 4.244, 39.704
1680922044.081055, 4.244, 40.78
1680922044.2814045, 4.244, 40.78
1680922044.4817708, 4.244, 40.78
1680922044.6821082, 4.244, 40.78
1680922044.882508, 4.244, 41.318
1680922045.0827684, 4.305, 40.78
1680922045.2831507, 4.305, 40.78
1680922045.4834793, 4.305, 40.78
1680922045.6838067, 4.305, 41.856
1680922045.8841686, 4.34, 41.318
1680922046.0845144, 4.34, 41.318
1680922046.2848516, 4.34, 41.318
1680922046.4851973, 4.34, 40.78
1680922046.6855614, 4.34, 41.318
1680922046.885922, 4.34, 41.318
1680922047.0865984, 4.325, 41.856
1680922047.2869298, 4.325, 41.856
1680922047.487262, 4.325, 41.318
1680922047.6875918, 4.325, 41.856
1680922047.8879268, 4.332, 41.856
1680922048.0883248, 4.332, 41.856
1680922048.2886684, 4.332, 41.318
1680922048.4890232, 4.332, 41.856
1680922048.6893518, 4.332, 41.318
1680922048.8897257, 4.313, 41.856
1680922049.0901127, 4.313, 42.394
1680922049.2906976, 4.313, 41.856
1680922049.4910617, 4.313, 41.856
1680922049.6914217, 4.313, 41.318
1680922049.89181, 4.351, 41.856
1680922050.0921438, 4.351, 41.856
1680922050.2925067, 4.351, 42.394
1680922050.4928617, 4.351, 41.318
1680922050.6932125, 4.351, 41.856
1680922050.8936648, 4.355, 41.856
1680922051.0941896, 4.355, 42.394
1680922051.2945452, 4.355, 42.932
1680922051.4949431, 4.355, 41.856
1680922051.6953673, 4.355, 42.394
1680922051.8958533, 4.347, 42.394
1680922052.0962176, 4.347, 41.856
1680922052.296662, 4.347, 42.394
1680922052.4969902, 4.347, 42.932
1680922052.697376, 4.347, 41.856
1680922052.897986, 4.347, 41.856
1680922053.0983503, 4.347, 42.394
1680922053.2988656, 4.347, 42.394
1680922053.4992132, 4.347, 42.394
1680922053.699589, 4.347, 42.394
1680922053.8999355, 4.325, 41.856
