Time stamp,Power,avg_temp
1680465264.2385106, 0.0, 40.242
1680465264.43896, 0.0, 39.704
1680465264.6393018, 4.153, 40.78
1680465264.8396406, 4.153, 40.78
1680465265.039968, 4.153, 40.78
1680465265.240618, 4.153, 40.78
1680465265.440998, 4.153, 40.78
1680465265.6413734, 4.283, 41.318
1680465265.8417678, 4.283, 40.78
1680465266.0421076, 4.283, 41.318
1680465266.242476, 4.283, 40.78
1680465266.4427862, 4.283, 40.78
1680465266.6433284, 4.298, 40.78
1680465266.8436787, 4.298, 41.318
1680465267.044041, 4.298, 40.78
1680465267.2443743, 4.298, 41.318
1680465267.4447458, 4.298, 41.318
1680465267.6451042, 4.286, 41.856
1680465267.8454425, 4.286, 41.856
1680465268.045781, 4.286, 41.856
1680465268.2461226, 4.286, 40.78
1680465268.4464662, 4.286, 41.318
1680465268.6467705, 4.294, 41.856
1680465268.847143, 4.294, 41.318
1680465269.0474892, 4.294, 41.856
1680465269.247819, 4.294, 41.318
1680465269.4481683, 4.294, 41.856
1680465269.6485019, 4.294, 42.394
1680465269.8488512, 4.294, 41.856
1680465270.0492084, 4.294, 41.856
1680465270.2495575, 4.294, 41.856
1680465270.4499125, 4.294, 41.856
1680465270.6502788, 4.305, 41.318
1680465270.850696, 4.305, 41.856
1680465271.0511303, 4.305, 41.856
1680465271.2514608, 4.305, 41.318
1680465271.4517953, 4.305, 41.856
1680465271.6521628, 4.29, 41.856
1680465271.8525145, 4.29, 42.394
1680465272.052878, 4.29, 41.856
1680465272.2532268, 4.29, 41.856
1680465272.453581, 4.29, 41.856
1680465272.6539478, 4.29, 41.856
1680465272.8542979, 4.29, 41.856
1680465273.0548189, 4.29, 41.856
1680465273.2551937, 4.29, 41.856
1680465273.455555, 4.29, 42.394
1680465273.6558723, 4.294, 41.856
1680465273.856407, 4.294, 41.856
1680465274.0567672, 4.294, 42.932
1680465274.2571893, 4.294, 42.394
1680465274.4575806, 4.294, 41.856
1680465274.657937, 4.298, 41.856
1680465274.8582935, 4.298, 42.394
1680465275.0587077, 4.298, 42.394
1680465275.2590668, 4.298, 42.394
1680465275.4594567, 4.298, 42.394
1680465275.6598027, 4.298, 41.856
1680465275.8601499, 4.298, 41.856
1680465276.060505, 4.298, 42.932
1680465276.2608771, 4.298, 41.856
1680465276.4612198, 4.298, 42.394
1680465276.6616054, 4.298, 41.856
1680465276.861983, 4.298, 42.394
1680465277.0623956, 4.298, 41.856
1680465277.2627563, 4.298, 41.856
1680465277.463138, 4.298, 42.394
1680465277.6634789, 4.298, 42.932
1680465277.8638284, 4.29, 42.932
1680465278.0641742, 4.29, 42.394
1680465278.2645733, 4.29, 41.856
1680465278.4649217, 4.29, 41.856
1680465278.6652708, 4.294, 42.932
1680465278.865601, 4.294, 42.394
1680465279.0660203, 4.294, 42.394
1680465279.2664108, 4.294, 42.394
1680465279.4667773, 4.294, 42.394
1680465279.6671007, 4.286, 42.932
1680465279.8674455, 4.286, 42.932
1680465280.067846, 4.286, 42.932
1680465280.268222, 4.286, 42.932
1680465280.4685652, 4.286, 42.394
1680465280.6689613, 4.336, 42.932
1680465280.869328, 4.336, 42.394
1680465281.0697129, 4.336, 42.932
1680465281.270125, 4.336, 42.932
1680465281.4705067, 4.336, 42.932
1680465281.670788, 4.294, 42.932
1680465281.8711293, 4.294, 42.932
1680465282.0714648, 4.294, 42.932
1680465282.2718112, 4.294, 42.932
1680465282.4721773, 4.294, 42.932
1680465282.6725502, 4.298, 42.932
1680465282.8729224, 4.298, 42.932
1680465283.073388, 4.298, 42.932
1680465283.273751, 4.298, 42.932
1680465283.4741123, 4.298, 42.394
1680465283.6744888, 4.29, 41.856
1680465283.8747587, 4.29, 42.932
1680465284.0751364, 4.29, 41.856
1680465284.275482, 4.29, 42.932
1680465284.4758415, 4.29, 42.932
1680465284.6762376, 4.294, 42.394
1680465284.8765948, 4.294, 42.932
1680465285.0769675, 4.294, 42.932
1680465285.2773128, 4.294, 43.47
1680465285.4776669, 4.294, 42.932
1680465285.6780195, 4.294, 42.932
1680465285.8783693, 4.294, 42.932
1680465286.078747, 4.294, 42.932
1680465286.2791567, 4.294, 42.932
1680465286.479491, 4.294, 43.47
1680465286.6798296, 4.294, 42.932
1680465286.8801656, 4.294, 42.932
1680465287.080546, 4.294, 42.932
1680465287.2809587, 4.294, 42.932
1680465287.481312, 4.294, 42.932
1680465287.681693, 4.34, 42.932
1680465287.8820493, 4.34, 42.932
1680465288.082424, 4.34, 42.932
1680465288.2827504, 4.34, 42.932
1680465288.4831228, 4.34, 42.932
1680465288.683467, 4.283, 42.932
1680465288.88383, 4.283, 43.47
1680465289.0842543, 4.283, 42.932
1680465289.2845814, 4.283, 42.932
1680465289.484943, 4.283, 42.932
1680465289.6852794, 4.008, 42.932
1680465289.885611, 4.008, 42.932
1680465290.0859485, 4.008, 42.932
1680465290.286286, 4.008, 42.932
1680465290.4866838, 4.008, 42.932
1680465290.6870267, 4.008, 42.932
1680465290.8874106, 4.008, 42.932
1680465291.0877657, 4.008, 42.932
1680465291.288102, 4.008, 42.932
1680465291.4884477, 4.008, 42.932
1680465291.688792, 4.0, 42.932
1680465291.88919, 4.0, 42.932
1680465292.0895424, 4.0, 42.394
1680465292.2899828, 4.0, 42.932
1680465292.4903226, 4.0, 42.932
1680465292.690743, 4.008, 42.932
1680465292.8910794, 4.008, 42.394
1680465293.0915203, 4.008, 42.932
1680465293.2918615, 4.008, 42.932
1680465293.492199, 4.008, 42.394
1680465293.6925554, 4.015, 42.394
1680465293.892911, 4.015, 42.932
1680465294.0932522, 4.015, 42.932
1680465294.2935913, 4.015, 42.932
1680465294.493949, 4.015, 42.932
1680465294.6942818, 3.996, 42.394
1680465294.89469, 3.996, 42.932
1680465295.0950406, 3.996, 42.932
1680465295.2953906, 3.996, 42.932
1680465295.4957466, 3.996, 42.932
1680465295.6960921, 4.015, 42.394
1680465295.8964663, 4.015, 42.932
1680465296.0968063, 4.015, 42.932
1680465296.2971654, 4.015, 42.932
1680465296.4977958, 4.015, 42.932
1680465296.6981463, 4.027, 42.932
1680465296.8984835, 4.027, 42.932
1680465297.0988536, 4.027, 42.932
1680465297.2991908, 4.027, 42.932
1680465297.4995732, 4.027, 42.932
1680465297.6999264, 4.012, 42.932
1680465297.9002736, 4.012, 42.394
1680465298.1006215, 4.012, 42.932
1680465298.3009617, 4.012, 42.932
1680465298.5014813, 4.012, 42.932
1680465298.7018356, 4.004, 42.932
1680465298.9021983, 4.004, 42.932
1680465299.102531, 4.004, 42.394
1680465299.3028915, 4.004, 42.932
1680465299.503241, 4.004, 42.932
1680465299.7036674, 4.019, 42.932
1680465299.9040353, 4.019, 42.932
1680465300.1043882, 4.019, 42.932
1680465300.3047895, 4.019, 42.932
1680465300.505284, 4.019, 42.394
1680465300.7056186, 3.992, 42.932
1680465300.9060104, 3.992, 42.932
1680465301.1063466, 3.992, 42.394
1680465301.3067355, 3.992, 42.394
1680465301.5071006, 3.992, 42.932
