Time stamp,Power,avg_temp
1680471691.2201953, 0.0, 41.318
1680471691.4204814, 0.0, 41.318
1680471691.6209486, 0.0, 41.318
1680471691.8212924, 4.267, 40.78
1680471692.0216475, 4.267, 41.856
1680471692.2220325, 4.267, 41.318
1680471692.4224353, 4.267, 41.856
1680471692.6227465, 4.267, 41.856
1680471692.8230836, 4.263, 41.318
1680471693.0234163, 4.263, 41.856
1680471693.2237473, 4.263, 41.856
1680471693.4241178, 4.263, 41.856
1680471693.624455, 4.263, 41.856
1680471693.824814, 4.26, 41.856
1680471694.0251791, 4.26, 41.856
1680471694.2255297, 4.26, 41.856
1680471694.4259055, 4.26, 42.394
1680471694.626256, 4.26, 42.394
1680471694.826668, 4.263, 42.394
1680471695.027048, 4.263, 42.394
1680471695.2274075, 4.263, 42.394
1680471695.4277883, 4.263, 42.394
1680471695.628138, 4.263, 41.856
1680471695.8284879, 4.267, 41.856
1680471696.0288584, 4.267, 41.856
1680471696.2291965, 4.267, 42.932
1680471696.4295375, 4.267, 42.932
1680471696.6300483, 4.267, 42.932
1680471696.8303967, 4.263, 42.394
1680471697.0308077, 4.263, 42.932
1680471697.2311628, 4.263, 42.932
1680471697.4316006, 4.263, 42.394
1680471697.6319344, 4.263, 42.394
1680471697.8329537, 4.267, 42.932
1680471698.0333154, 4.267, 42.932
1680471698.233822, 4.267, 42.932
1680471698.4341605, 4.267, 42.932
1680471698.6345778, 4.267, 42.932
1680471698.8349264, 4.256, 42.932
1680471699.0352645, 4.256, 42.932
1680471699.2356155, 4.256, 42.932
1680471699.4359453, 4.256, 42.932
1680471699.636273, 4.256, 42.932
1680471699.8366282, 4.225, 42.932
1680471700.0370324, 4.225, 42.932
1680471700.2373755, 4.225, 42.932
1680471700.4376993, 4.225, 42.932
1680471700.6381257, 4.225, 42.932
1680471700.8384855, 3.996, 42.932
1680471701.038753, 3.996, 42.394
1680471701.2391024, 3.996, 42.932
1680471701.439445, 3.996, 42.932
1680471701.6397967, 3.996, 41.856
1680471701.8401542, 3.977, 42.932
1680471702.040492, 3.977, 42.932
1680471702.2408445, 3.977, 42.932
1680471702.441385, 3.977, 42.932
1680471702.6417375, 3.977, 42.394
1680471702.8421822, 3.992, 42.932
1680471703.042595, 3.992, 42.932
1680471703.2429242, 3.992, 42.932
1680471703.4432812, 3.992, 42.394
1680471703.6436298, 3.992, 42.932
1680471703.843976, 3.97, 42.932
1680471704.0443225, 3.97, 42.932
1680471704.244683, 3.97, 42.932
1680471704.445132, 3.97, 42.932
1680471704.6455884, 3.996, 42.932
1680471704.845919, 3.996, 42.394
1680471705.046253, 3.996, 42.394
1680471705.2469237, 3.996, 42.394
1680471705.4473176, 3.996, 42.932
1680471705.6476684, 3.989, 42.932
1680471705.84801, 3.989, 42.932
1680471706.0483909, 3.989, 42.394
1680471706.2487266, 3.989, 42.932
1680471706.4490695, 3.989, 42.932
1680471706.649407, 3.989, 42.932
1680471706.8497672, 3.981, 42.932
1680471707.0501273, 3.981, 42.932
1680471707.2504659, 3.981, 42.932
1680471707.4508111, 3.981, 42.932
1680471707.651155, 3.981, 42.932
1680471707.8516054, 3.981, 42.932
1680471708.0519688, 3.981, 42.932
1680471708.2523334, 3.981, 42.932
1680471708.4526818, 3.981, 42.932
1680471708.6530447, 3.981, 42.932
1680471708.8534005, 3.981, 42.394
1680471709.0537412, 3.989, 42.932
1680471709.254101, 3.989, 42.932
1680471709.4547002, 3.989, 42.932
1680471709.6550593, 4.0, 41.856
1680471709.8554006, 4.0, 42.932
